uniprot_accession	gene_symbol	mitocarta_status	mitocarta_compartment	mitocarta_is_matrix	mitocarta_is_im	mitocarta_is_ims	mitocarta_is_om	has_transit_peptide	transit_peptide_start	transit_peptide_end	transit_peptide_note	has_signal_peptide	signal_peptide_start	signal_peptide_end	uniprot_subcellular	is_hsp60_substrate	is_in_mito_proteome	targeting_classification
Q9BRX8	PRXL2A	MitoCarta	Membrane	False	True	False	False	False				False			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19951071}. Secreted {ECO:0000269|PubMed:26438880}. Note=Secreted from mature adipocytes but not from preadipocytes. {ECO:0000269|PubMed:26438880}.	False	True	Inner membrane (MIM)
Q9BS92	NIPSNAP3B	MitoCarta	Matrix	True	False	False	False	False				False				False	True	Non-canonical matrix import
Q9BSE5	AGMAT	MitoCarta	Matrix	True	False	False	False	True	1.0	35.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000255}.	False	True	High-confidence matrix
Q9BSF4	TIMM29	MitoCarta	MIM	False	True	False	False	True	1.0	31.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:27554484, ECO:0000269|PubMed:27718247}; Single-pass membrane protein {ECO:0000305}; Intermembrane side {ECO:0000269|PubMed:27718247}.	False	True	Inner membrane (MIM)
Q9BSH4	TACO1	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:19503089}.	True	True	Non-canonical matrix import
Q9BSH5	HDHD3	MitoCarta	Matrix	True	False	False	False	False				False				False	True	Non-canonical matrix import
Q9BSK2	SLC25A33	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:14715278}; Multi-pass membrane protein {ECO:0000255}.	False	True	Inner membrane (MIM)
Q9BSY4	CHCHD5	MitoCarta	IMS	False	False	True	False	False				False			SUBCELLULAR LOCATION: Mitochondrion intermembrane space {ECO:0000305}.	False	True	Intermembrane space (IMS)
Q9BT17	MTG1	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:12808030, ECO:0000269|PubMed:23396448}; Peripheral membrane protein {ECO:0000269|PubMed:12808030, ECO:0000269|PubMed:23396448}; Matrix side {ECO:0000269|PubMed:12808030, ECO:0000269|PubMed:23396448}.	True	True	Non-canonical matrix import
Q9BT30	ALKBH7	MitoCarta	Matrix	True	False	False	False	True	1.0	20.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:23666923}.	False	True	High-confidence matrix
Q9BTZ2	DHRS4	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: [Isoform 1]: Peroxisome {ECO:0000269|PubMed:10333503, ECO:0000269|PubMed:17230527}. Note=Isoform 4 is not peroxisomal. {ECO:0000269|PubMed:17230527}.; SUBCELLULAR LOCATION: [Isoform 7]: Nucleus {ECO:0000269|PubMed:22227495}.	False	True	Non-canonical matrix import
Q9BU61	NDUFAF3	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Mitochondrion inner membrane {ECO:0000269|PubMed:19463981}.	True	True	Inner membrane (MIM)
Q9BUB7	TMEM70	MitoCarta	MIM	False	True	False	False	True	1.0	81.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:20937241, ECO:0000269|PubMed:24576557, ECO:0000269|PubMed:33359711}; Multi-pass membrane protein {ECO:0000269|PubMed:20937241, ECO:0000269|PubMed:24576557}. Note=Mostly located within the inner cristae membrane. {ECO:0000269|PubMed:33359711}.	False	True	Inner membrane (MIM)
Q9BUE6	ISCA1	MitoCarta	Matrix	True	False	False	False	True	1.0	12.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:15262227, ECO:0000269|PubMed:22323289}.	False	True	High-confidence matrix
Q9BUK0	CHCHD7	MitoCarta	IMS	False	False	True	False	False				False			SUBCELLULAR LOCATION: Mitochondrion intermembrane space {ECO:0000305}.	False	True	Intermembrane space (IMS)
Q9BUP0	EFHD1	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q9D4J1}.	False	True	Inner membrane (MIM)
Q9BUP3	HTATIP2	MitoCarta	Membrane	False	True	False	False	False				False			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15282309}.	False	True	Inner membrane (MIM)
Q9BUR5	APOO	MitoCarta	MIM	False	True	False	False	False				True	1.0	25.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:25764979}; Single-pass membrane protein {ECO:0000255}. Secreted {ECO:0000269|PubMed:16956892, ECO:0000269|PubMed:25764979}. Mitochondrion {ECO:0000269|PubMed:25781180}. Golgi apparatus membrane {ECO:0000269|PubMed:25764979}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:25764979}. Note=Exists in three distinct forms: a glycosylated and secreted form, an ER/Golgi-resident form and a non-glycosylated mitochondrial form. {ECO:0000269|PubMed:25764979}.	False	True	Inner membrane (MIM)
Q9BUT9	MCRIP2	MitoCarta	unknown	False	False	False	False	False				False			SUBCELLULAR LOCATION: Cytoplasm, Stress granule {ECO:0000269|PubMed:26184334}. Nucleus {ECO:0000269|PubMed:26184334}.	False	True	Mitochondrial (other/unspecified)
Q9BUV8	RAB5IF	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:36261522}; Multi-pass membrane protein {ECO:0000255}. Mitochondrion inner membrane {ECO:0000269|PubMed:31536960}; Multi-pass membrane protein {ECO:0000255}.	False	True	Inner membrane (MIM)
Q9BV35	SLC25A23	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:15054102, ECO:0000305|PubMed:15123600, ECO:0000305|PubMed:15716113}; Multi-pass membrane protein {ECO:0000255}.	False	True	Inner membrane (MIM)
Q9BV79	MECR	MitoCarta	Matrix	True	False	False	False	True	1.0	53.0	Mitochondrion	False			SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion {ECO:0000269|PubMed:12654921, ECO:0000269|PubMed:37653044}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm {ECO:0000269|PubMed:25031892}. Nucleus {ECO:0000269|PubMed:25031892}.	False	True	High-confidence matrix
Q9BVL4	SELENOO	MitoCarta	Matrix	True	False	False	False	True	1.0	115.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:24751718}.	False	True	High-confidence matrix
Q9BVS5	TRMT61B	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:23097428, ECO:0000269|PubMed:27184847}.	False	True	Non-canonical matrix import
Q9BVV7	TIMM21	MitoCarta	MIM	False	True	False	False	True	1.0	18.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	False	True	Inner membrane (MIM)
Q9BW72	HIGD2A	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000255|PROSITE-ProRule:PRU00836, ECO:0000269|PubMed:22342701}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00836, ECO:0000269|PubMed:22342701}. Mitochondrion inner membrane {ECO:0000305|PubMed:22342701}.	False	True	Inner membrane (MIM)
Q9BW91	NUDT9	MitoCarta	Matrix	True	False	False	False	True	1.0	46.0	Mitochondrion	False			SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion {ECO:0000269|PubMed:12427752}.; SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:37343711}. Cytoplasm {ECO:0000269|PubMed:37343711}.	False	True	High-confidence matrix
Q9BW92	TARS2	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250}.	True	True	Non-canonical matrix import
Q9BWH2	FUNDC2	MitoCarta	MOM	False	False	False	True	False				False			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:29786068}; Multi-pass membrane protein {ECO:0000255}. Nucleus {ECO:0000305|PubMed:29187281}.	False	True	Outer membrane (MOM)
Q9BWM7	SFXN3	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:30442778, ECO:0000269|Ref.4}; Multi-pass membrane protein {ECO:0000255}.	False	True	Inner membrane (MIM)
Q9BX68	HINT2	MitoCarta	Matrix	True	False	False	False	True	1.0	17.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:16762638, ECO:0000269|PubMed:18653718}.	True	True	High-confidence matrix
Q9BXK5	BCL2L13	MitoCarta	MOM	False	False	False	True	False				False			SUBCELLULAR LOCATION: [Isoform 2]: Mitochondrion membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Nucleus {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 1]: Nucleus {ECO:0000305}.	False	True	Outer membrane (MOM)
Q9BXM7	PINK1	MitoCarta	MOM	False	False	False	True	True	1.0	77.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:15087508, ECO:0000269|PubMed:16672980, ECO:0000269|PubMed:18687899, ECO:0000269|PubMed:18957282, ECO:0000269|PubMed:19229105, ECO:0000269|PubMed:20798600, ECO:0000269|PubMed:23933751, ECO:0000269|PubMed:31536960}. Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q99MQ3}. Cytoplasm, cytosol {ECO:0000269|PubMed:18957282, ECO:0000269|PubMed:19229105, ECO:0000269|PubMed:20798600, ECO:0000269|PubMed:22354088}. Note=Localizes mostly in mitochondrion and the two smaller proteolytic processed fragments localize mainly in cytosol (PubMed:19229105). In healthy mitochondria, PINK1 is translocated across the mitochondrial membranes (PubMed:40080546). Upon mitochondrial membrane depolarization following damage, PINK1 import is stalled, which induces its accumulation in the outer mitochondrial membrane and the activation of its kinase activity (PubMed:18957282, PubMed:40080546). {ECO:0000269|PubMed:18957282, ECO:0000269|PubMed:19229105, ECO:0000269|PubMed:40080546}.	False	True	Outer membrane (MOM)
Q9BXR0	QTRT1	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03218}. Mitochondrion outer membrane {ECO:0000255|HAMAP-Rule:MF_03218}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_03218}; Cytoplasmic side {ECO:0000255|HAMAP-Rule:MF_03218}. Note=Weakly associates with mitochondria, possibly via QTRT2. {ECO:0000255|HAMAP-Rule:MF_03218}.	False	True	Non-canonical matrix import
Q9BXW6	OSBPL1A	MitoCarta	unknown	False	False	False	False	False				False			SUBCELLULAR LOCATION: Late endosome {ECO:0000269|PubMed:16176980, ECO:0000269|PubMed:29858488}. Note=Colocalizes with RAB7A, RAB9A and LAMP1 in late endosomes.	False	True	Mitochondrial (other/unspecified)
Q9BXW7	CECR5	MitoCarta	Matrix	True	False	False	False	False				True	1.0	23.0		True	True	Probable matrix
Q9BYC2	OXCT2	MitoCarta	Matrix	True	False	False	False	True	1.0	39.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11756565}.	False	True	High-confidence matrix
Q9BYC8	MRPL32	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.	False	True	Non-canonical matrix import
Q9BYC9	MRPL20	MitoCarta	Matrix	True	False	False	False	True	1.0	9.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11279069, ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.	False	True	High-confidence matrix
Q9BYD1	MRPL13	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.	True	True	Non-canonical matrix import
Q9BYD2	MRPL9	MitoCarta	Matrix	True	False	False	False	True	1.0	52.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.	True	True	High-confidence matrix
Q9BYD3	MRPL4	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.	True	True	Non-canonical matrix import
Q9BYD6	MRPL1	MitoCarta	Matrix	True	False	False	False	True	1.0	50.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:A6QPQ5, ECO:0000305|PubMed:11279069}.	False	True	High-confidence matrix
Q9BYN8	MRPS26	MitoCarta	Matrix	True	False	False	False	True	1.0	27.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25838379}.	True	True	High-confidence matrix
Q9BYT8	NLN	MitoCarta	Matrix	True	False	False	False	True	1.0	37.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion intermembrane space {ECO:0000250|UniProtKB:P42676}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:P42676}.	False	True	High-confidence matrix
Q9BYV1	AGXT2	MitoCarta	Matrix	True	False	False	False	True	1.0	41.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:20018850, ECO:0000269|PubMed:24586340, ECO:0000269|PubMed:31818439}.	False	True	High-confidence matrix
Q9BYV7	BCO2	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q99NF1}.	False	True	Inner membrane (MIM)
Q9BYZ2	LDHAL6B	MitoCarta	Matrix	True	False	False	False	False				False				False	True	Non-canonical matrix import
Q9BZ23	PANK2	MitoCarta	IMS	False	False	True	False	True	1.0	31.0	Mitochondrion	False			SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion {ECO:0000269|PubMed:12554685, ECO:0000269|PubMed:15659606, ECO:0000269|PubMed:17825826}. Mitochondrion intermembrane space {ECO:0000269|PubMed:23152917}. Nucleus {ECO:0000269|PubMed:23152917}. Note=Localizes predominantly to the mitochondria and to a lesser extent to the nucleus. Found in both the mitochondria and the nucleus throughout the cell cycle, with the exception of the G2/M phase when it is restricted to mitochdondria. {ECO:0000269|PubMed:23152917}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Cytoplasm {ECO:0000269|PubMed:12554685, ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 4]: Cytoplasm {ECO:0000305}.	False	True	Intermembrane space (IMS)
Q9BZE1	MRPL37	MitoCarta	Matrix	True	False	False	False	True	1.0	29.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.	True	True	High-confidence matrix
Q9BZJ4	SLC25A39	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:11139402, ECO:0000269|PubMed:11256614, ECO:0000269|PubMed:37917749}; Multi-pass membrane protein {ECO:0000255}.	False	True	Inner membrane (MIM)
Q9C002	C15orf48	MitoCarta	Membrane	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:33837217, ECO:0000305|PubMed:38296961}; Single-pass membrane protein {ECO:0000255}.	False	True	Inner membrane (MIM)
Q9GZT3	SLIRP	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:16762838}. Nucleus {ECO:0000269|PubMed:16762838}. Note=Predominantly mitochondrial. Some fraction is nuclear. In the nucleus, it is recruited to nuclear receptor target promoters.	True	True	Non-canonical matrix import
Q9GZT6	CCDC90B	MitoCarta	MIM	False	True	False	False	True	1.0	42.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:11256614}; Single-pass membrane protein {ECO:0000255}.	True	True	Inner membrane (MIM)
Q9GZT8	NIF3L1	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11124544, ECO:0000269|PubMed:12951069}. Nucleus {ECO:0000250|UniProtKB:Q9EQ80}. Note=Interaction with COPS2 may regulate localization to the nucleus. {ECO:0000250|UniProtKB:Q9EQ80}.	False	True	Non-canonical matrix import
Q9GZY4	COA1	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:22356826, ECO:0000269|PubMed:23260140}; Single-pass membrane protein {ECO:0000269|PubMed:22356826, ECO:0000269|PubMed:23260140}.	False	True	Inner membrane (MIM)
Q9GZY8	MFF	MitoCarta	MOM	False	False	False	True	False				False			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:18353969, ECO:0000269|PubMed:23921378}; Single-pass type IV membrane protein {ECO:0000255}. Peroxisome {ECO:0000269|PubMed:18353969, ECO:0000269|PubMed:23921378}. Cytoplasmic vesicle, secretory vesicle, synaptic vesicle {ECO:0000250|UniProtKB:Q4KM98}.	False	True	Outer membrane (MOM)
Q9H019	MTFR1L	MitoCarta	unknown	False	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:36367943}; Peripheral membrane protein {ECO:0000269|PubMed:36367943}; Cytoplasmic side {ECO:0000269|PubMed:36367943}.	False	True	Mitochondrial (other/unspecified)
Q9H061	TMEM126A	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:19327736, ECO:0000269|PubMed:23500070, ECO:0000269|PubMed:38199007}; Multi-pass membrane protein {ECO:0000269|PubMed:19327736, ECO:0000269|PubMed:23500070}.	False	True	Inner membrane (MIM)
Q9H078	CLPB	MitoCarta	IMS	False	False	True	False	True	1.0	36.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion intermembrane space {ECO:0000269|PubMed:25597510, ECO:0000269|PubMed:31522117, ECO:0000269|PubMed:32866687, ECO:0000269|PubMed:34115842}.	False	True	Intermembrane space (IMS)
Q9H0C2	SLC25A31	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:15670820}; Multi-pass membrane protein {ECO:0000255}. Membrane {ECO:0000269|PubMed:27641616}; Multi-pass membrane protein {ECO:0000255}. Cell projection, cilium, flagellum membrane {ECO:0000269|PubMed:17137571}; Multi-pass membrane protein {ECO:0000255}. Note=In sperm flagellum this protein is located in the fibrous sheath, a non-mitochondrial region (PubMed:17137571). May localize to non-mitochondrial membranes (PubMed:27641616). {ECO:0000269|PubMed:17137571, ECO:0000269|PubMed:27641616}.	False	True	Inner membrane (MIM)
Q9H0N5	PCBD2	MitoCarta	unknown	False	False	False	False	False				False				False	True	Mitochondrial (other/unspecified)
Q9H0R6	QRSL1	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000255|HAMAP-Rule:MF_03150, ECO:0000269|PubMed:19805282}.	True	True	Non-canonical matrix import
Q9H0U6	MRPL18	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:28892042}.	False	True	Non-canonical matrix import
Q9H1K1	ISCU	MitoCarta	Matrix	True	False	False	False	True	1.0	34.0	Mitochondrion	False			SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion {ECO:0000269|PubMed:11060020, ECO:0000269|PubMed:26702583}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm. Nucleus {ECO:0000269|PubMed:11060020}.	False	True	High-confidence matrix
Q9H1K4	SLC25A18	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q505J6}; Multi-pass membrane protein {ECO:0000255}.	False	True	Inner membrane (MIM)
Q9H1U9	SLC25A51	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:33087354, ECO:0000305|PubMed:32906142}; Multi-pass membrane protein {ECO:0000255}.	False	True	Inner membrane (MIM)
Q9H2D1	SLC25A32	MitoCarta	MIM	False	True	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:29666258}; Multi-pass membrane protein {ECO:0000255}.	False	True	Inner membrane (MIM)
Q9H2K0	MTIF3	MitoCarta	Matrix	True	False	False	False	True	1.0	31.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}.	False	True	High-confidence matrix
Q9H2U2	PPA2	MitoCarta	Matrix	True	False	False	False	True	1.0	32.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:27523597}.	True	True	High-confidence matrix
Q9H2W6	MRPL46	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.	False	True	Non-canonical matrix import
Q9H300	PARL	MitoCarta	MIM	False	True	False	False	True	1.0	52.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:17116872, ECO:0000269|PubMed:22354088}; Multi-pass membrane protein {ECO:0000269|PubMed:17116872}.; SUBCELLULAR LOCATION: [P-beta]: Nucleus {ECO:0000269|PubMed:17116872}. Note=Translocated into the nucleus by an unknown mechanism (PubMed:17116872). {ECO:0000269|PubMed:17116872}.	False	True	Inner membrane (MIM)
Q9H3H1	TRIT1	MitoCarta	Matrix	True	False	False	False	True	1.0	47.0	Mitochondrion	False			SUBCELLULAR LOCATION: [Isoform 1]: Mitochondrion {ECO:0000269|PubMed:24901367}.; SUBCELLULAR LOCATION: [Isoform 4]: Mitochondrion {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Cytoplasm {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 5]: Cytoplasm {ECO:0000305}.	False	True	High-confidence matrix
Q9H3J6	C12orf65	MitoCarta	Matrix	True	False	False	False	True	1.0	35.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:20186120, ECO:0000269|PubMed:20598281}.	False	True	High-confidence matrix
Q9H3K2	GHITM	MitoCarta	MIM	False	True	False	False	True	1.0	45.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:18417609}; Multi-pass membrane protein {ECO:0000255}.	False	True	Inner membrane (MIM)
Q9H3L0	MMADHC	MitoCarta	Matrix	True	False	False	False	True	1.0	38.0	Mitochondrion	False			SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:23270877}. Mitochondrion {ECO:0000269|PubMed:23270877}.	False	True	High-confidence matrix
Q9H4A6	GOLPH3	MitoCarta	IMS	False	False	True	False	False				False			SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane; Peripheral membrane protein; Cytoplasmic side. Golgi apparatus, trans-Golgi network membrane; Peripheral membrane protein; Cytoplasmic side. Mitochondrion intermembrane space. Cell membrane {ECO:0000250}. Endosome {ECO:0000250}. Note=Phosphatidylinositol 4-phosphate-binding and oligomerization participate in the recruitment onto Golgi membranes. {ECO:0000305}.	False	True	Intermembrane space (IMS)
Q9H4B0	OSGEPL1	MitoCarta	Matrix	True	False	False	False	True	1.0	29.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000255|HAMAP-Rule:MF_03179, ECO:0000269|PubMed:19694617, ECO:0000269|PubMed:29760464}.	False	True	High-confidence matrix
Q9H4I8	SERHL2	MitoCarta	unknown	False	False	False	False	False				False			SUBCELLULAR LOCATION: Cytoplasm, perinuclear region {ECO:0000250}. Peroxisome {ECO:0000250}. Note=Concentrated in perinuclear vesicles. May be located in peroxisomes. {ECO:0000250}.	False	True	Mitochondrial (other/unspecified)
Q9H4I9	SMDT1	MitoCarta	MIM	False	True	False	False	True	1.0	52.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:24231807, ECO:0000269|PubMed:26774479, ECO:0000269|PubMed:27099988, ECO:0000269|PubMed:27642048, ECO:0000269|PubMed:31080062}; Single-pass membrane protein {ECO:0000269|PubMed:24231807, ECO:0000269|PubMed:27099988, ECO:0000269|PubMed:31080062}. Note=MAIP1 is required to assist sorting of EMRE/SMDT1 into mitochondrion by protecting EMRE/SMDT1 against protein degradation by YME1L1, thereby ensuring SMDT1/EMRE maturation by the mitochondrial processing peptidase (PMPCA and PMPCB) (PubMed:27642048). {ECO:0000269|PubMed:27642048}.	False	True	Inner membrane (MIM)
Q9H4K7	MTG2	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane; Peripheral membrane protein; Matrix side.	False	True	Non-canonical matrix import
Q9H5Q4	TFB2M	MitoCarta	Matrix	True	False	False	False	True	1.0	19.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion.	False	True	High-confidence matrix
Q9H611	PIF1	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Nucleus {ECO:0000255|HAMAP-Rule:MF_03176, ECO:0000269|PubMed:16522649, ECO:0000269|PubMed:17172855, ECO:0000269|PubMed:17827721}.; SUBCELLULAR LOCATION: [Isoform 4]: Mitochondrion {ECO:0000255|HAMAP-Rule:MF_03176, ECO:0000269|PubMed:23275553}.	False	True	Non-canonical matrix import
Q9H649	NSUN3	MitoCarta	Matrix	True	False	False	False	False				False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:27214402, ECO:0000269|PubMed:27356879, ECO:0000269|PubMed:27497299}.	False	True	Non-canonical matrix import
Q9H6K4	OPA3	MitoCarta	MOM	False	False	False	True	False				False			SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}.	False	True	Outer membrane (MOM)
Q9H6R3	ACSS3	MitoCarta	Matrix	True	False	False	False	True	1.0	29.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:28003429}.	False	True	High-confidence matrix
Q9H7H0	METTL17	MitoCarta	Matrix	True	False	False	False	True	1.0	27.0	Mitochondrion	False			SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:Q3U2U7}.	True	True	High-confidence matrix
